envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
467	7119000	6879000	6879000	7359000	6879000	7599000	
468	7140000	6876000	6996000	7356000	6876000	7596000	
469	7185000	6993000	6993000	7353000	6993000	7593000	
470	7182000	6990000	6990000	7350000	6990000	7590000	
471	7179000	6987000	6987000	7347000	6987000	7587000	
472	7176000	6984000	6984000	7344000	6984000	7584000	
473	7173000	6981000	6981000	7341000	6981000	7581000	
474	7218000	6978000	6978000	7338000	7098000	7698000	
475	7263000	7095000	6975000	7335000	7215000	7695000	
476	7308000	7212000	6972000	7332000	7212000	7812000	
477	7329000	7209000	7089000	7329000	7209000	7809000	
478	7374000	7206000	7086000	7446000	7326000	7806000	
479	7395000	7203000	7203000	7443000	7323000	7803000	
480	7392000	7200000	7200000	7440000	7320000	7800000	
481	7437000	7197000	7197000	7557000	7317000	7917000	
482	7458000	7314000	7194000	7554000	7314000	7914000	
483	7479000	7311000	7311000	7551000	7311000	7911000	
484	7500000	7308000	7308000	7548000	7428000	7908000	
485	7569000	7425000	7425000	7545000	7425000	8025000	
486	7614000	7542000	7422000	7662000	7422000	8022000	
487	7611000	7539000	7419000	7659000	7419000	8019000	
488	7608000	7536000	7416000	7656000	7416000	8016000	
489	7629000	7653000	7413000	7653000	7413000	8013000	
490	7674000	7770000	7410000	7650000	7530000	8010000	
491	7671000	7767000	7407000	7647000	7527000	8007000	
492	7668000	7764000	7404000	7644000	7524000	8004000	
493	7689000	7761000	7521000	7641000	7521000	8001000	
494	7710000	7758000	7518000	7638000	7518000	8118000	
495	7779000	7755000	7635000	7635000	7635000	8235000	
496	7800000	7752000	7632000	7632000	7752000	8232000	
497	7797000	7749000	7629000	7629000	7749000	8229000	
498	7794000	7746000	7626000	7626000	7746000	8226000	
499	7791000	7743000	7623000	7623000	7743000	8223000	
500	7860000	7860000	7620000	7740000	7740000	8340000	
501	7857000	7857000	7617000	7737000	7737000	8337000	
502	7902000	7974000	7614000	7734000	7854000	8334000	
503	7899000	7971000	7611000	7731000	7851000	8331000	
504	7920000	8088000	7608000	7728000	7848000	8328000	
505	7941000	8085000	7725000	7725000	7845000	8325000	
506	7962000	8082000	7722000	7722000	7962000	8322000	
507	7959000	8079000	7719000	7719000	7959000	8319000	
508	7980000	8076000	7716000	7716000	7956000	8436000	
509	7977000	8073000	7713000	7713000	7953000	8433000	
510	7974000	8070000	7710000	7710000	7950000	8430000	
511	7971000	8067000	7707000	7707000	7947000	8427000	
512	7992000	8064000	7704000	7824000	7944000	8424000	
513	8037000	8181000	7821000	7821000	7941000	8421000	
514	8034000	8178000	7818000	7818000	7938000	8418000	
515	8055000	8295000	7815000	7815000	7935000	8415000	
516	8052000	8292000	7812000	7812000	7932000	8412000	
517	8073000	8289000	7809000	7809000	7929000	8529000	
518	8142000	8286000	7806000	7926000	8046000	8646000	
